item_code,item_name,unit,final_year,final_month,total_qty
A085SNS260,(K) 20*30pcs OMG JUICY STRIP,BOX,2025,12,138.0
A085SNS261,(K) MUSIC CANDY APPLE 8*9pcs,BOX,2025,12,120.0
A085SNS263,(K) MUSIC CANDY GRAPE 8*9pcs,BOX,2025,12,240.0
A085SNS265,(K) CRAB STICK BBQ 20*30pcs,PK,2025,12,343.0
A085SNS266,(K) CRAB STICK SPICY 20*30pcs,PK,2025,12,388.0
A085SNS269,(K) New Mango Gummy 20*30pcs,BOX,2025,12,68.0
A085SNS270,(K) P. Lunak Cubes Gummy 20*30pcs,BOX,2025,12,83.0
A087DPR010,(K) DAYA CRISPY BALADO 10*10pcs,PK,2025,5,30.0
A087DPR010,(K) DAYA CRISPY BALADO 10*10pcs,PK,2025,6,450.0
A087DPR010,(K) DAYA CRISPY BALADO 10*10pcs,PK,2025,7,230.0
A087DPR010,(K) DAYA CRISPY BALADO 10*10pcs,PK,2025,8,260.0
A087DPR010,(K) DAYA CRISPY BALADO 10*10pcs,PK,2025,9,340.0
A087DPR011,(K) DAYA SIPUT BBQ 10*10pcs,PK,2025,5,30.0
A087DPR011,(K) DAYA SIPUT BBQ 10*10pcs,PK,2025,6,440.0
A087DPR011,(K) DAYA SIPUT BBQ 10*10pcs,PK,2025,7,240.0
A087DPR012,(K) DAYA CRISPY R.LAUT 10*10pcs,PK,2025,6,400.0
A087DPR012,(K) DAYA CRISPY R.LAUT 10*10pcs,PK,2025,7,110.0
A087DPR012,(K) DAYA CRISPY R.LAUT 10*10pcs,PK,2025,8,250.0
A087DPR012,(K) DAYA CRISPY R.LAUT 10*10pcs,PK,2025,9,340.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2023,7,32.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2023,8,68.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2023,9,20.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2023,10,660.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2023,11,428.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2023,12,132.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,1,440.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,2,864.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,3,424.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,4,348.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,6,660.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,7,284.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,8,1208.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,9,1104.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,10,792.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,11,88.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2024,12,668.0
A088SMT002,(K) 40pcs KARMELLO COKLAT 20gr,PK,2025,2,116.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2023,10,64.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2023,11,304.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2023,12,412.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,1,624.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,2,996.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,3,208.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,4,488.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,5,8.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,6,544.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,7,1244.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,8,464.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,9,556.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,10,588.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,11,124.0
A088SMT002,40pcs KARMELLO COKLAT 20gr,PK,2024,12,324.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2023,7,36.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2023,8,164.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2023,9,424.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2023,10,600.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2023,11,604.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2023,12,368.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,1,428.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,2,1016.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,3,568.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,4,356.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,5,900.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,6,988.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,7,284.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,8,1324.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,9,1772.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,10,740.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,11,152.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2024,12,836.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2025,1,4.0
A088SMT003,(K) 40pcs KARMELLO CARAMEL 20gr,PC,2025,2,8.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2023,10,64.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2023,11,544.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2023,12,412.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,1,768.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,2,1148.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,3,544.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,4,484.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,5,1084.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,6,1224.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,7,1252.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,8,980.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,9,944.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,10,740.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,11,132.0
A088SMT003,40pcs KARMELLO CARAMEL 20gr,PC,2024,12,396.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,3,28.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,4,288.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,5,400.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,6,236.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,7,136.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,8,872.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,9,236.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,10,528.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,11,720.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2024,12,588.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2025,1,8.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2025,2,16.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2025,3,4.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2025,4,4.0
A088SMT004,(K) 40pcs KARMELLO STRW 20gr,RT,2025,5,404.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,4,104.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,5,888.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,6,540.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,7,844.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,8,632.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,9,208.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,10,464.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,11,420.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2024,12,220.0
A088SMT004,40pcs KARMELLO STRWBERY 20gr,RT,2025,1,20.0
A095DAI074S,(G) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,6,2.0
A095DAI074S,(G) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,7,5.0
A095DAI074S,(G) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,8,4.0
A095DAI074S,(G) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,9,1.0
A095DAI074S,(G) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,11,8.0
A095DAI074S,(G) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,12,6.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2023,9,60.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2023,10,126.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2023,11,36.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2023,12,59.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,1,28.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,2,347.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,3,19.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,4,77.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,5,135.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,6,219.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,7,100.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,8,45.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,9,129.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,10,63.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,11,45.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2024,12,49.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,1,34.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,2,80.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,3,66.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,4,74.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,5,73.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,6,105.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,7,47.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,8,66.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,9,22.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,10,56.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,11,78.0
A095DAI074S,(S) MMSK Bb K. BKSO 8gr 6pk(10*12),PK,2025,12,9.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,5,120.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,6,156.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,7,132.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,8,72.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,9,137.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,10,60.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,11,84.0
A095DAI131S,# MMSK NORI SAKU ORI 12*20pcs,PK,2024,12,48.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2023,11,156.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2023,12,246.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,1,198.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,2,252.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,3,12.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,6,25.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,7,6.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,8,24.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,9,24.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,10,20.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,11,26.0
A095DAI131S,(S) MMSK NORI SAKU ORI 12*20pcs,PK,2024,12,6.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,3,24.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,4,60.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,5,132.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,6,72.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,7,84.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,8,78.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,9,66.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,10,63.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,11,24.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2024,12,78.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2025,1,12.0
A095DAI132S,# MMSK NORI SAKU SPICY 12*20pcs,PK,2025,2,12.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2023,12,12.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,3,36.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,5,48.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,6,13.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,7,64.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,8,29.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,9,12.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,10,29.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2025,1,12.0
A095DAI132S,(K) MMSK NORI SAKU SPICY 12*20pcs,PK,2025,2,12.0
A095DAI132S,(S) MMSK NORI SAKU SPICY 12*20pcs,PK,2023,11,6.0
A095DAI132S,(S) MMSK NORI SAKU SPICY 12*20pcs,PK,2023,12,138.0
A095DAI132S,(S) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,1,78.0
A095DAI132S,(S) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,2,144.0
A095DAI132S,(S) MMSK NORI SAKU SPICY 12*20pcs,PK,2024,3,36.0
A096YHSI002,(K) YEOS Chrysanthemum 24*300ml,PC,2023,9,24.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2023,8,72.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2023,9,72.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2023,10,24.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2023,11,48.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,2,192.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,3,64.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,4,60.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,5,24.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,6,44.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,7,168.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,8,114.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,9,50.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,10,60.0
A096YHSI003,(K)  YEOS GRASS JELLY 24*300ml,PC,2024,11,48.0
A096YHSI003,@ YEOS GRASS JELLY 24*300ml,PC,2023,10,24.0
A096YHSI003,@ YEOS GRASS JELLY 24*300ml,PC,2024,2,42.0
A096YHSI003,@ YEOS GRASS JELLY 24*300ml,PC,2024,4,24.0
A096YHSI003,@ YEOS GRASS JELLY 24*300ml,PC,2024,6,12.0
A096YHSI003,@ YEOS GRASS JELLY 24*300ml,PC,2024,8,30.0
A096YHSI003,@ YEOS GRASS JELLY 24*300ml,PC,2024,10,24.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2023,9,72.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2023,10,24.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,2,68.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,3,32.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,4,4.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,5,36.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,6,80.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,7,6.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,8,10.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,9,12.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,10,6.0
A096YHSI004,(K) YEOS BIRDNEST 24*300ml,PC,2024,11,24.0
A096YHSI004,@ YEOS BIRDNEST 24*300ml,PC,2023,11,24.0
A096YHSI004,@ YEOS BIRDNEST 24*300ml,PC,2024,5,24.0
A096YHSI004,@ YEOS BIRDNEST 24*300ml,PC,2024,6,12.0
A096YHSI004,@ YEOS BIRDNEST 24*300ml,PC,2024,8,24.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2023,8,24.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2023,11,24.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2023,12,24.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,1,24.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,2,8.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,3,4.0
A096YHSI005,(K) YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,8,10.0
A096YHSI005,@ YEOS Grass Jelly Wtmelon 24*300ml,PC,2023,11,24.0
A096YHSI005,@ YEOS Grass Jelly Wtmelon 24*300ml,PC,2023,12,48.0
A096YHSI005,@ YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,1,24.0
A096YHSI005,@ YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,2,6.0
A096YHSI005,@ YEOS Grass Jelly Wtmelon 24*300ml,PC,2024,6,12.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,2,60.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,3,24.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,4,4.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,6,50.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,7,18.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,8,6.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,10,24.0
A096YHSI007,(K)  YEOS SOY BEAN 24*300ml,PC,2024,11,24.0
A096YHSI007,@ YEOS SOY BEAN 24*300ml,PC,2023,11,24.0
A096YHSI007,@ YEOS SOY BEAN 24*300ml,PC,2024,2,6.0
A096YHSI007,@ YEOS SOY BEAN 24*300ml,PC,2024,8,6.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2023,8,24.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2023,9,120.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2023,10,24.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2023,11,24.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,1,24.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,2,74.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,3,24.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,4,4.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,5,36.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,6,42.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,7,24.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,8,4.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,9,36.0
A096YHSI008,(K) YEOS Grass Jelly Lychee 24*300ml,PC,2024,10,30.0
A096YHSI008,@ YEOS Grass Jelly Lychee 24*300ml,PC,2023,10,24.0
A096YHSI008,@ YEOS Grass Jelly Lychee 24*300ml,PC,2024,5,24.0
A096YHSI008,@ YEOS Grass Jelly Lychee 24*300ml,PC,2024,6,36.0
A097ASD001,# NOM-NOM ORIGINAL 4*10pcs,RT,2023,10,8.0
A097ASD001,# NOM-NOM ORIGINAL 4*10pcs,RT,2023,11,20.0
A097ASD001,# NOM-NOM ORIGINAL 4*10pcs,RT,2023,12,12.0
A097ASD001,(K) NOM-NOM ORIGINAL 4*10pcs,RT,2023,8,164.0
A097ASD001,(K) NOM-NOM ORIGINAL 4*10pcs,RT,2023,9,92.0
A097ASD001,(K) NOM-NOM ORIGINAL 4*10pcs,RT,2023,10,60.0
A097ASD001,(K) NOM-NOM ORIGINAL 4*10pcs,RT,2023,11,28.0
A097ASD002,# NOM-NOM BBQ BLDO 4*10pcs,RT,2023,11,4.0
A097ASD002,(K) NOM-NOM BBQ BLDO 4*10pcs,RT,2023,8,80.0
A097ASD002,(K) NOM-NOM BBQ BLDO 4*10pcs,RT,2023,9,44.0
A097ASD002,(K) NOM-NOM BBQ BLDO 4*10pcs,RT,2023,10,8.0
A097ASD002,(K) NOM-NOM BBQ BLDO 4*10pcs,RT,2023,11,12.0
A097ASD003,# NOM-NOM CORN J.BKR 4*10pcs,RT,2023,12,4.0
A097ASD003,(K) NOM-NOM CORN J.BKR 4*10pcs,RT,2023,8,116.0
A097ASD003,(K) NOM-NOM CORN J.BKR 4*10pcs,RT,2023,9,48.0
A097ASD003,(K) NOM-NOM CORN J.BKR 4*10pcs,RT,2023,10,8.0
A097ASD004,(K) NOM-NOM CORN KEJU 4*10pcs,RT,2023,8,40.0
A097ASD004,(K) NOM-NOM CORN KEJU 4*10pcs,RT,2023,9,20.0
A097ASD004,(K) NOM-NOM CORN KEJU 4*10pcs,RT,2023,10,4.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,2,30.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,4,25.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,6,25.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,7,5.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,8,5.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,9,15.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,10,15.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2024,12,10.0
A098KKI001,(K) NORI BOOM AYAM GOR 5*12pcs,PK,2025,4,5.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,2,10.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,3,10.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,4,50.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,5,30.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,6,35.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,7,110.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,8,25.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,9,35.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,10,40.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,11,20.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2024,12,20.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2025,1,10.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2025,2,5.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2025,4,25.0
A098KKI001,NORI BOOM AYAM GOR 5*12pcs,PK,2025,5,25.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,2,35.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,3,5.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,4,25.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,6,25.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,8,50.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,10,35.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,11,5.0
A098KKI002,(K) NORI BOOM SPICY 5*12pcs,PK,2024,12,10.0
